id,title,description,group
583,"When Is the Second Debate, and Who Will Be There?",The Republican National Committee will hold its second primary debate on Sept. 27 at the Ronald Reagan Presidential Library in California.,2
584,Republicans’ Debate Clashes Highlight Party’s Policy Splits,"At the first presidential debate for the 2024 race, the rivals were divided over issues including Ukraine, abortion and the economy.",2
585,How the Jackson Hole Conference Became an Economic Obsession,and t,100
586,Who Won the Debate?,Commentators largely agreed that little seemed to alter the state of a race in which Donald J. Trump appears the runaway favorite.,2
587,"Most G.O.P. Candidates Say They Will Support Trump, With Show of Hands","With a halting series of raised hands, candidates on the Republican debate stage illustrated the former president’s hold on the party.",2
588,Takeaways From the First Republican Debate,"As Republican presidential candidates traded fire at their first debate, they mostly left their party’s dominant front-runner unscathed.",2
589,"From a G.O.P. Stronghold, Debate Watchers Cheered Signs of a Post-Trump Era",A debate watch party at the Richard Nixon Presidential Library drew traditional Republicans pining for the policy debates of the past. They left happy.,2
590,A Fox News Debate That Skimped on ‘the Elephant Not in the Room’,"Donald J. Trump is the most important figure in the Republican Party, but he merited only 10 minutes of questions from the moderators, Bret Baier and Martha MacCallum.",2
544,Ramaswamy and Haley show the GOP’s divergent paths coming out of the debate,The Trump-friendly entrepreneur and anti-Trump former U.N. envoy illustrated the chasm in the GOP as the underdog candidates labor in the former president’s shadow.,2
567,"At First Debate, a Glimpse of Trumpism Without Trump","At times onstage, Republican rivals could imagine the primary race was about issues, ideology and biography. Then reality set in.",2
625,Why Jenna Ellis and Other Trump Co-Conspirators Are Smiling in Mug Shots,"A booking photo normally reflects gravity, bewilderment or even surprise. That is not the case with some of the former president’s co-defendants.",49
580,"Explosion Likely Downed Plane and Killed Prigozhin, U.S. Officials Say",The officials stressed that multiple theories about what brought down a plane in Russia were still being explored. President Putin acknowledged the incident and spoke about Yevgeny Prigozhin in the past tense.,122
639,Missouri AG tells St. Louis mayor proposed gun legislation violates state constitution's right to bear arms,"Missouri Attorney General Andrew Bailey sent a letter to St. Louis Mayor Tishaura Jones, saying her proposed gun legislation plan would violate the state constitution.",30
641,Prosecutors seek plea hearings for corrections officers accused in death of inmate,Prosecutors have requested that a federal court set plea hearings for two Southern Regional Jail corrections officers charged with conspiracy.,42
643,Judge orders new trials for men convicted of upstate NY woman's 1993 murder,"A judge has ordered new trials for Brian Lorenz and James Pugh, who have maintained their innocence after being convicted of killing Deborah Meindl.",20
645,Texas man who shot at apartment burglary suspects in viral video recalls harrowing ordeal: ‘I trusted my gut’,A Texas man who shot at two suspects trying to break into his apartment said he feared for his life when he opened fire.,111
647,"Child pornographer to serve 45 years in Massachusetts prison, will be deported upon release","Kevin Najera Jimenez, 34, of Attleboro, Massachusetts, has been sentenced to up to 45 years in state prison for documenting his sexual abuse of a young girl over six years.",108
649,"'Cherished' college student stabbed 107 times while defending mother from stepfather's attack, authorities say","A Washington man is accused of stabbing his stepdaughter 107 times, killing her, after she tried to block his attack against her mother in their Seattle home.",50
651,"Historic Block Island, RI, hotel to be demolished after weekend fire","Block Island&apos;s historic Harborside Inn, declared a total loss after sustaining significant damage during a weekend fire, will be demolished.",121
653,"NYC hammer attack suspect charged with murder, mother who died identified","A New York City man who was accused of killing a mother and seriously injuring her two children in a hammer attack in Brooklyn, faces murder, attempted murder and other charges.",21
555,Vivek Ramaswamy cribs Obama’s famous ‘funny name’ line in GOP debate,Political newcomer Vivek Ramaswamy made a surprising decision to invoke a line from Barack Obama’s star-making 2004 speech.,36
577,Nikki Haley Aims to Turn Her Debate Moment Into Momentum,"The former South Carolina governor — the only woman in the Republican field — stood out for her responses on abortion, foreign policy and Donald Trump’s indictments.",34
638,"Beverly Hills man stole more than $18M in jewelry, goods from Brazilian guests at luxury hotel, DOJ says",A California man who allegedly stole six suitcases from two Brazilian citizens and sold some of the goods in Miami was ordered held on bond Wednesday.,62
640,San Francisco officials unveil measures to combat vehicle break-ins just as family's car is burglarized nearby,"San Francisco leaders announced Thursday new ways to combat vehicle burglaries, including deploying &quot;bait cars,&quot; just as a Missouri family had their rental car broken into while visiting the city, according to officials.",93
642,Indiana State Fair reports slight attendance increase for second consecutive year,"Attendance at the Indiana State Fair this year increased by less than one percent over last year, marking the second consecutive year of a gradual climb in attendance.",54
644,"Texas man sentenced to 60 years in prison for stabbing his girlfriend at least 27 times, killing her","A Texas man who pleaded guilty to murdering his girlfriend at a motel in 2020 by stabbing her at least 27 times, twice in the heart, was sentenced to 60 years in prison.",111
646,"Grand jury declines to indict Kentucky officer who shot, killed armed man","A grand jury has declined to indict Joseph Horton, a Nicholasville, Kentucky, police officer who fatally shot 22-year-old Desman LaDuke last year.",8
648,Pennsylvania woman charged after allegedly ditching dog at Pittsburgh airport before going on Mexican vacation,A Pennsylvania woman was charged with animal cruelty after allegedly leaving her French bulldog in at the airport before boarding a flight to Mexico.,9
650,Judge sides with Vermont grad school that covered up 'insensitive' anti-slavery mural,Quebec-based artist Sam Kerson has lost his appeal to remove panels concealing controversial anti-slavery murals he painted at Vermont Law School.,101
652,"NYC police sergeant suspended without pay after throwing a plastic cooler at man on motorcycle, causing death",New York City police sergeant Erik Duran was suspended without pay after hitting a motorcyclist with a plastic cooler in an attempt to stop him after he fled a drug bust.,58
654,Third inmate death in one month at Missouri prison sparks investigation,The death of the third Missouri prison inmate to die this month has sparked an investigation into the prison after the inmate was pronounced deceased at a hospital.,13
656,Florida man who posed as teen in disturbing sex crime scheme faces justice,"Clayton Everett Colborn, 31, was sentenced to life in prison after he tricked girls into sexual activity with his teen persona &quot;Jason Rich&quot; on the Yubo app.",5
657,Indiana postal worker who stole $1.7M worth of checks gets over 3 years in prison,Former U.S. Postal Service customer service manager James Lancaster has been sentenced to 40 months in federal prison for stealing almost $2 million in mailed checks.,108
659,"Dog rescued in Texas after ‘out of town’ owner leaves pup on second-story balcony, authorities say",Authorities in Houston said they rescued a dog suspected of being treated with cruelty from a second-story balcony on Wednesday after its owner left town.,47
661,Former Louisiana judge granted bond 3 years after conviction for sex crimes against teenagers,"A former St. John the Baptist Parish judge in Louisiana convicted in 2020 of fondling three teenage friends of his daughters, was granted bond with conditions as he appeals.",20
2990,Why it’s not surprising that 2024 polling is close,It’s not surprising that 2024 polling is close. This is the new normal.,48
2991,Biden didn’t protest or fight in Vietnam. Now he’s making a crucial visit.,"Biden, who largely sat out his generation’s defining conflict, could cement the U.S.-Vietnam alliance.",44
2992,Alabama congressional map struck down again for diluting Black voting power,The judges said in the order that they are “deeply troubled that the State enacted a map that the State readily admits does not provide the remedy we said federal law requires.”,19
2993,Court undoes ruling allowing DOJ access to Scott Perry’s phone,An appellate court partially overturned the order of a judge who allowed investigators to look at the Republican lawmaker’s communications around Jan. 6.,19
2994,Would Trump pardon the Proud Boys?,One convicted member of the group seems to think he would.,72
2995,Could the 14th Amendment keep Trump off the ballot in 2024?,"A legal theory gaining traction argues that Donald Trump’s actions surrounding the Jan. 6, 2021, insurrection disqualify him from being president.",88
2996,"Truth Social investment partner extends deadline, avoiding liquidation",The extension was granted three days before Digital World would have been required to dissolve itself and return money to investors.,80
2982,Donald Trump | 2024 presidential candidate,Donald Trump has a firm hold over the GOP primary electorate despite facing several legal challenges. Here's what to know about the 2024 presidential candidate.,84
2998,Former treasury secretary Jack Lew to be nominated ambassador to Israel,"Lew, 68, served as treasury secretary during President Barack Obama’s second term and before that was Obama’s chief of staff.",89
2999,'Mormon MomTok' influencer accused of domestic rampage agrees to plea: 'a lot of judging',A Utah-based &quot;MomTok&quot; influencer has reached a plea deal after she was accused of domestic violence during a February incident involving her boyfriend and children.,42
3000,3 people at Minnesota resort found dead,"Three bodies have been found this week at a townhouse development in Breezy Point, Minnesota, but police say there is no threat to the public.",13
3001,Michigan appeals court hears arguments over former officer who shot a Black motorist,An appeals court in Michigan heard arguments on whether former police officer Christopher Schurr should go to trial following a 2022 traffic stop that left a Black motorist dead.,8
3002,North Dakota lawsuit accuses White supremacist group of racial intimidation by vandalizing property,A lawsuit has been filed against White nationalist hate group Patriot Front who allegedly posting anti-immigrant propaganda in North Dakota.,14
3003,Cop's steamy squad car session with woman in skimpy outfit caught on video,"A police officer in Prince George&apos;s County, Maryland, was suspended after video of him kissing a woman before heading into the back of a patrol vehicle went viral.",18
3004,Wisconsin officials blocked from using federal voter registration form,"A lawsuit has halted Wisconsin election officials from using a federal voter registration form, citing that the paperwork never received final approval for use.",91
2980,Biden’s age may be a growing problem for his reelection,"Polls show increases in those who say Biden is too old, a group that now includes even two-thirds of Democrats. How much could it matter?",48
2983,Former GOP representative Mike Rogers launches Senate campaign in Michigan,"Rogers, a former FBI special agent, is seeking to give the GOP a viable path to flipping a seat held by Sen. Debbie Stabenow (D-Mich.), who is retiring at the end of her term.",40
2984,James Comer claims that Biden pseudonym email was code. That’s nonsense.,The Republican leading the Hunter Biden inquiry earns Four Pinocchios.,10
2985,Former Biden aide wins special Democratic congressional primary in Rhode Island ,The Rhode Island congressional race won by a former Biden aide became a case study of factions within the Democratic Party.,86
2986,Biden awards Medal of Honor to retired Army Capt. Larry Taylor,"Taylor, a retired Vietnam War helicopter pilot, risked his life by flying into enemy fire to rescue four soldiers in 1968.",39
2987,"‘No evidence’ McConnell has seizure disorder, congressional physician says","Brian P. Monahan, the attending physician, wrote that he had examined McConnell after his second public freeze-up last week.",69
2988,Ex-Proud Boys leader Enrique Tarrio sentenced to 22 years for Jan. 6,"Convicted of seditious conspiracy, he recruited a group of 200 to march on the Capitol, though he wasn’t in D.C. that day.",72
2979,"Rudy Giuliani’s stunning fall from grace, in one chart",A new poll punctuates his descent from the man nearly everyone could agree on post-9/11 to a starkly unpopular criminal defendant.,48
658,'WITNESSING A MIRACLE': Here’s what happened after this woman abandoned the traditional school system,An elementary school principal who quit her job to home-school her three kids last year praised the benefits of home education and child-led learning.,101
660,"New York serial rape, robbery suspect indicted for allegedly kidnapping at least 5 women",FBI New York announced that a Brooklyn serial rape and robbery suspect has been indicted on 20 counts for allegedly kidnapping five women and numerous other crimes.,94
662,"Florida school officials apologize for separating Black students at assembly, principal placed on leave","An elementary school in Flagler County, Florida, on Friday pulled Black students out of class to attend an assembly on improving scores on standardized tests.",101
664,Teamsters Ratify New Five-Year Labor Contract With UPS,The deal reached last month averted a potentially damaging strike for U.S. supply chains.,85
666,"Dick's Sporting Goods, Macy's Flash Warning Signs on U.S. Consumer Spending",The retailers’ shares traded sharply lower after they posted weaker quarterly earnings and gave tepid forecasts for the rest of the year.,79
3005,Home invaders kidnap couple as stunned children look on: police,Police in San Antonio said it appears five children were left unharmed in their home Wednesday morning as two adults believed to be their parents were kidnapped.,45
671,Eminem tells Vivek Ramaswamy to not use his songs on campaign trail,"In the end, the Republican presidential candidate only had one shot, one opportunity to rap his favorite song on the trail.",36
672,President Biden visits D.C. middle school to mark the start of classes,"The president was joined by first lady Jill Biden, a longtime English teacher, at Eliot-Hine Middle School.",101
673,Why Trump’s trial dates make his 2024 campaign more difficult,"If you’re running for president, one of the months you definitely want to be on the campaign trail is March.",12
3006,"Schools across the US cut programs, staffing as COVID relief funding dries up","As coronavirus relief aid begins to dry up, schools across the U.S. have begun cutting advisers, after-school tutoring, and summer school programs.",101
3007,College student robbed at gunpoint outside dorm,"An Ohio State University student was robbed at gunpoint outside a residence hall when a car packed with four people approached him early Wednesday, campus authorities say.",76
3008,New Mexico prosecutors take over all cases of retail theft to counter 'organized retail crime',New Mexico is taking on a new approach to combat retail theft in the state. Albuquerque prosecutors have taken over all cases of merchandise theft including small-scale crimes.,7
3009,Las Vegas officials approve design of memorial commemorating the 58 victims of the 2017 mass shooting,"The design for a memorial commemorating the victims and survivors of the 2017 massacre at a country music festival in Las Vegas, Nevada, has been approved by local officials.",95
3010,'Cult mom' Lori Vallow appeals conviction after being found guilty of murdering her 2 children,Lori Vallow is appealing her conviction after an Idaho jury found her guilty of murdering two of her three children and plotting to murder her husband&apos;s first wife in 2019.,20
3011,Woman pulls paralyzed Texas man from burning car: ‘She was his angel’,Dennis Brown wants to thank the good Samaritan in Dallas who pulled him from a burning car when he was unable to get his wheelchair out.,63
3012,US launches unarmed ICBM to test nuclear capabilities amid tensions with North Korea,The U.S. on Wednesday tested its Minuteman III intercontinental ballistic missile with an unarmed launch from Vandenberg Space Force Base in California.,107
684,Tracking the Trump investigations and where they stand,Former President Donald Trump has been indicted in four cases — all while leading the Republican field in the 2024 presidential race. Here's the latest news on each.,12
676,"What our post-debate poll means for DeSantis, Ramaswamy and Haley","Ron DeSantis and Vivek Ramaswamy were declared the winners by most voters, but their showings were less impressive in context. And Nikki Haley’s performance probably mattered most.",48
677,Republicans have already achieved a desired impeachment outcome,Most independents see both the Biden and Trump families as corrupt.,10
678,Trump’s D.C. election-obstruction trial scheduled for March 2024 ,The trial date set by Judge Tanya S. Chutkan falls in the middle of both Donald Trump’s 2024 presidential bid and key dates in other criminal cases against him.,12
679,U.S. soldier in Texas wounds man in unusual cross-border shooting,"The National Guard soldier was deployed as part of Operation Lone Star, the border mobilization directed by Gov. Greg Abbott (R) to try to curb illegal crossings.",41
680,Meadows testifies in Atlanta; March trial date for Trump in D.C.,Lawyers for Donald Trump and special counsel Jack Smith argued over the trial date on charges that Trump conspired to overturn the results of the 2020 election.,12
681,Trump pleads not guilty at arraignment for 2020 election indictment,Former president Donald Trump was at federal court Thursday for his arraignment in Washington on 2020 election charges.,35
682,An asterisk should accompany assessments of Trump’s campaign calendar,Trump has never campaigned the way other politicians do.,12
674,The fired Ukrainian prosecutor is not a reliable narrator,Republicans are hyping Viktor Shokin’s new Fox News interview about the Bidens and Burisma. But it reinforced reasons to doubt his account.,114
685,All the times Trump’s trials conflict with the 2024 election campaign,Trump is facing four pending civil and criminal cases already on the calendar — and more could be on the way.,12
3013,"Helicopter collides with small plane in Alaska, one passenger injured",A passenger sustained minor injuries Monday after a small plane carrying seven people collided with a helicopter above the Katmai National Park and Preserve in Alaska.,27
3014,Video shows Kansas deputy hug distressed motorist during traffic stop,An act of kindness from a Kansas deputy was caught on body camera video after a distressed motorist asked for a favor. The driver was pulled over for speeding.,18
3015,Tech-savvy brothers of murdered college student snoop out data that helps nab suspects,"Umayr and Uzair Kaleem used their tech backgrounds to investigate their missing brother&apos;s final contacts, which led to the arrest and conviction of killers Eric Aguilar and Jose Valera.",118
3016,Burning Man attendee's cause of death confirmed: report,"A man who died at the Burning Man festival in northern Nevada, identified as Leon Reece, is believed to have passed away from drug intoxication, reports say.",63
693,‘Democracy’ was on the wall at the GOP debate. It was never in the conversation.,"The health of American democracy in the coming election has been an open question, yet the eight candidates at the GOP debates hardly addressed it.",2
686,Ramaswamy distills Republican race rhetoric to its essence,The Republican presidential hopeful compared a Black legislator to the Klan as he suggested a pun on his last name was racist.,2
687,The Trump Cases: Highlights from last week and what’s coming this week,"Former president Donald Trump is facing four criminal indictments, in D.C., Georgia, Florida and New York. A guide to the latest developments in each case.",12
688,Biden’s course for U.S. on trade breaks with Clinton and Obama,"President Biden is reshaping the U.S. approach to trade policy to focus on the needs of Americans as workers rather than consumers, breaking with 30 years of trade policy.",79
689,"Wisconsin Supreme Court flips liberal, creating a ‘seismic shift’","Liberal groups, long accustomed to seeing the court as hostile terrain, quickly maneuvered for potential victories on a string of major issues, including abortion.",19
3017,Cat reunited with Alaskan couple 26 days after home collapses into flood-swollen river,"In August, a cat went missing after a home in Alaska collapsed during a river flooding caused by a glacial outburst. The couple was finally able to reunite with their pet 26 days later.",45
691,DeSantis group prepares $25 million ad buy in Iowa and New Hampshire,The commitment comes as supporters hope his debate performance reverses his polling slide.,48
675,Trump’s Georgia case could get real — quickly,"While Trump might not go to trial for a long time, others are forcing the issue in ways that could shed light on the case against him.",12
717,Where’s ‘Woke’? Republicans Test a Different Education Message,"Ron DeSantis rose to prominence in part on his “anti-woke” agenda, especially when it comes to education. In some settings, culture-war messaging seems to be receding.",52
690,"5,000 pilots suspected of hiding major health issues. Most are still flying.","Federal authorities have been investigating about 5,000 pilots suspected of falsifying their medical records to conceal conditions that could make them unfit to fly.",39
3018,"Mommy blogger's child escaped home through window with wrists, ankles wrapped in duct tape: police",One of Ruby Franke&apos;s six children reportedly escaped through a window and asked for help from a neighbor who noticed duct tape wrapped around the victim&apos;s wrists and ankles.,81
3019,"Video captures China-linked California biolab’s major safety issues: Dirt, bugs, dried blood and more","EXCLUSIVE VIDEO: A Chinese-linked biolab in California was shown to have unsanitary conditions throughout the warehouse including bugs, stains, and other poor conditions.",62
3020,Pennsylvania prisoner manhunt: Details of Danelo Cavalcante's escape emerge,"The manhunt continues for convicted killer Danelo Souza Cavalcante, who escaped Thursday from Chester State Prison in Pennsylvania, authorities said.",65
3021,"Democrats turn on Biden over border crisis, Hunter dines on taxpayers' dime and more top headlines","Pence slams Trump, GOP &apos;imitators&apos; for conservatism stance, Biden torched over migrants and more top headlines",1
3022,"Maryland public elementary school reinstates COVID mask requirements, orders some kids to wear N95 masks","Rosemary Hills Elementary School in Montgomery County, Maryland, sent a letter to parents informing them that the public school is reinstating COVID-19 school mask mandates for some students.",101
3023,Man in NY subway station beats woman with her own cane in disturbing video,"In a disturbing video, a man was seen beating a 60-year-old woman at a subway station in Harlem, New York, on Friday, striking her more than 50 times with her own cane.",18
3024,Elon Musk Borrowed $1 Billion From SpaceX in Same Month of Twitter Acquisition,The world’s richest man has more than once drummed up cash from his empire of companies without having to permanently part with shares.,113
719,Judge Sets Trial Date in March for Trump’s Federal Election Case,Judge Tanya S. Chutkan rejected efforts by the former president’s legal team to postpone the trial until 2026.,12
720,"With Jacksonville and Idalia, DeSantis Faces Two Crises in Florida",A racially motivated shooting and an impending storm provide the most serious tests of Mr. DeSantis’s leadership since he began running for president in May.,60
721,"‘No Place for Hate in America,’ Haley Says, Recalling 2015 Church Massacre","Nikki Haley, fresh off a strong debate performance last week, was back on the trail and took a moment to condemn the weekend shooting in Jacksonville, Fla.",34
722,Eminem Tells Vivek Ramaswamy to Stop Rapping His Songs,"“To the American people’s chagrin, we will have to leave the rapping to the real Slim Shady,” Mr. Ramaswamy’s spokesman said after the campaign received a cease-and-desist letter.",36
723,"Pentagon Vows to Move Quickly to Buy More Drones, Citing China Threat","The military will soon change how it purchases the kind of autonomous devices that the Ukrainian military has used against Russia, officials said.",22
724,A New Trial Date. A New Primary Season.,"A March trial could become the center of gravity of the G.O.P. primary, structuring the campaigns of Donald Trump and his rivals.",12
3026,Apple Tests Limits for Most Expensive iPhones,The tech company is expected to raise prices by $100 on some premium models next week.,28
726,U.S. Fines American Airlines $4.1 Million for Lengthy Tarmac Delays,"In 43 instances in recent years, the airline kept passengers stranded on the tarmac for hours in violation of federal rules, the Transportation Department said.",66
727,U.S. and China Agree to Broaden Talks in Bid to Ease Tensions,"During a visit to Beijing, Gina Raimondo, the commerce secretary, said the two sides would meet to discuss export restrictions and intellectual property, among other issues.",89
728,Americans Still Put Their Trust in Juries. Will Trump’s Trials Break That Faith?,A new survey provides a portrait of the type of American who serves on a jury and a rare window into the thoughts of the kinds of people who may decide Donald Trump’s fate.,98
718,"Samuel Wurzelbacher, Celebrated as ‘Joe the Plumber,’ Dies at 49","For Republicans in 2008, he briefly became a symbol of Middle America when he questioned the presidential candidate Barack Obama in a televised encounter.",2
3027,"Toyota to Offer $170,000 Luxury Model to Select Few Outside Japan",Toyota thinks the world outside of Japan may finally be ready to embrace its six-figure superluxury flagship car.,55
729,Electric Vehicle Charging Can Be Confusing. Here’s What to Know.,"Many carmakers and charging companies are switching to the Tesla plug for electric vehicles. Why are they doing that, and what will it mean?",85
730,Hearings in Two Trump Jan. 6 Cases Set for Monday,Proceedings before federal judges in Washington and Atlanta could begin to address some of the many complexities and scheduling challenges in the cases against the former president.,12
731,U.S. Commerce Secretary Faces a Wide Range of Issues in China,"From tourism to advanced technology, here are the topics that are dominating the secretary’s visit to China this week.",89
732,Ramaswamy-Pence Debate Clash Exposes Divide in Republican Party,Vivek Ramaswamy invoked Ronald Reagan’s “morning in America” theme to mock a generation of Republicans he views as out of touch.,2
733,Labor Groups Target Hyundai — and Biden — Over Transition to Electric,A coalition of unions and civic groups is pushing one of the world’s largest automakers to protect and train workers in return for federal money under President Biden’s signature laws.,59
735,"In Iowa, a Voter Asks DeSantis: Why Should I Choose You Over Trump?",The Florida governor was reluctant to attack the former president too directly as he navigated the tricky waters of the Republican primary.,52
738,"Video shows Jacksonville shooter putting on tactical vest, stopped at other store before Dollar General attack",Jacksonville authorities released video showing the lase movements of a gunman who killed three Black shoppers.,18
739,Texas historical society averts lawsuit in dispute over how state history is taught in classrooms,A dispute over the composition of a state historical society in Texas has been resolved after its president and secretary agreed to step down.,111
740,"Michigan man, far-right 'Boogaloo Boy,' gets year in prison for gun crimes","Timothy Teagan, 23, of Plymouth, Michigan, has been sentenced to a year in prison related to his ownership of a firearm while concealing chronic drug use.",108
736,"Vivek Ramaswamy, the Millennial 2024 Candidate, Emphasizes His Generation","The 38-year-old entrepreneur says he has a plan to fix what ails Americans his age and younger, but many of his positions are out of step with those voters.",112
737,Sheriff indicted for machine gun conspiracy scheme announces his return after leave of absence,"The Frederick County, Maryland sheriff returned to his post after stepping away in April, when he was indicted for an alleged scheme to buy machine guns illegally.",94
3025,China Bans iPhone Use for Government Officials at Work,The directive is the latest step in Beijing’s campaign to cut reliance on foreign technology and could hurt Apple’s business in the country.,22
3129,Trump Is Said to Have Told Blake Masters He’d Lose Senate Primary to Kari Lake,Neither potential candidate has entered the race to unseat Senator Kyrsten Sinema in Arizona.,40
741,"NYC police probing possible murder-suicide after four found dead in apartment, including young boy, girl","Four people, including two young children, were found dead inside a New York City apartment Monday in a possible murder-suicide, authorities said.",43
742,"Colorado man faces federal charges for cyberstalking ex-girlfriend, new boyfriend in Hawaii","A resident of Colorado, John B. Hart, aged 53, has been indicted in federal court on charges of cyberstalking his former girlfriend and her new boyfriend in Hawaii.",123
743,Democratic candidate withdraws from Mississippi secretary of state race due to health issues,"The Democratic contender for the position of Mississippi secretary of state, has decided to withdraw from the upcoming November general election due to health challenges.",38
744,Retired judge leading Georgia's State Election Board resigns amid election fraud controversies,"A retired federal judge who led Georgia&apos;s State Election Board is resigning from his role, as the panel dealt with claims of election fraud in the 2020 presidential vote.",35
745,Texas coach Steve Sarkisian reacts to Big 12 commissioner's comments ahead of Texas Tech game,"Texas Coach Sarkisian responds to Big 12 Commissioner&apos;s comments ahead of Texas Tech game, indicating Commissioner Yormark won&apos;t be sharing a meal with the Longhorns this season.",111
746,"Google to invest $1.7 into current, future Ohio data centers","Google will invest $1.7 billion into two additional data centers in Columbus and Lancaster, Ohio, as well as into its existing location in New Albany.",25
747,Michigan woman pleads no contest in winter pond crash that killed 3 young sons,Western Michigan resident Leticia Gonzales has pleaded no contest to several charges related to the drowning deaths of her three sons after a February SUV crash.,39
748,Michigan man convicted of $3.5M fraudulent N95 mask scheme by federal jury,"Rodney Lewis Stevenson II of Muskegon, Michigan, has been convicted of failing to deliver nearly $3.5 million worth of N95 masks at the beginning of the COVID-19 pandemic.",20
749,Kansas community college reaches settlement in athletics discrimination case,"Highland Community College, a small higher education institution in Kansas, has settled a lawsuit over allegedly discriminatory search practices.",14
750,Georgia man arrested after 'Ding Dong Ditch' prank ends in violence: police,"William Raymond Cole was arrested for allegedly choking a teenager in a group that had ding-dong ditched his house on Sunday, police say. He was charged with two felonies.",5
751,Florida Gov. DeSantis expands state of emergency as Tropical Storm Idalia expected to become hurricane,"As Tropical Storm Idalia was expected to turn into a hurricane later Monday, a state of emergency remained in effect for 46 Florida counties.",60
752,"Man who killed, dismembered roommate after fight over mail found after years on the lam: cops",John Hallett was arrested in Massachusetts for the 2017 murder of his Indiana roommate. Police said Hallett choked Paul Gonzalez to death in a dispute over stolen mail.,5
753,"San Diego bike theft suspect arrested after playing with victim's Golden Retriever: 'I love you, too'",San Diego Police Department nabbed the theft suspect who was filmed cozying up to a Golden Retriever named Ace after stealing an expensive bike from a stolen garage in July.,93
754,Florida dad arrested for 2021 manslaughter of 2-month-old infant: Police,"Vero Beach resident Joseph Napier was recently charged with manslaughter over the 2021 death of his baby, who choked to death on a baby wipe. He is held on a $750,000 bond.",5
755,"LA fire captain's son charged with attempted rape, murder: report","A Los Angeles fire captain&apos;s son has been charged with kidnapping and murdering a teenager, whom he&apos;d never met before, according to a local TV station.",21
756,"Inmate fatally stabbed at northern California prison, 2 inmates suspected in attack","An inmate was fatally stabbed at a northern California prison, with suspicion falling on two fellow inmates. The victim, Alexander J. Jasso, was discovered with multiple stab wounds.",13
757,Parents of Maine teen who died on school-sponsored hiking trip sue district,"The parents of Michael Strecker, a Maine high schooler who died on New Hampshire&apos;s South Baldface Mountain during a 2021 trip, are suing the school district.",101
758,San Francisco police union fires back at bakery's refusal of service to officer: 'Cut out the bulls---',San Francisco Police Union disputes bakery refusal of officer service. SPOA President Lt. Tracy McCray criticizes hidden bias and urged transparency.,93
3028,Jan. 6 Rioters Have Been Held to Account. That Might Be the Easy Part.,"With leaders of the far-right groups that helped drive the attack on the Capitol sentenced to long prison terms, attention is shifting to the fraught process of prosecuting Donald Trump.",72
760,"UNC Chapel Hill all clear after lockdown, suspect in custody, faculty member fatally shot","Shortly after 1 p.m., the school sent out an alert saying, &quot;Emergency: Armed, dangerous person on or near campus. Go inside now; avoid windows.&quot;",102
762,Heating Waters Force Change in Industries That Depend on the Ocean,Rising temperatures are disrupting ecosystems around the world—and turning Maine lobstermen into kelp farmers.,4
763,Utilities Face a Growing Dilemma: Shut Off Power or Risk Wildfires,"As wildfire risk spreads from Oregon to Hawaii, utilities weigh whether to leave customers in the dark when winds pick up.",103
764,This Company Is Nvidia's AI Chip Partner---and Its Stock Is Soaring,"SK Hynix has long been a major player in the boom-and-bust world of memory chips, but it hasn’t historically been viewed as an industry pioneer.",28
761,"Florida fire rescue chopper crashes into apartment and kills 2, including paramedic: police","A fire rescue helicopter crashed into a Broward County building on Monday, with first responders rushing six people to a nearby hospital. A paramedic and a resident both died.",39
765,U.K. Flights Disrupted by Air-Traffic-Control Glitch,The U.K. restricted the number of flights into its airspace for several hours after a technical issue disrupted its air-traffic-control system.,66
2961,Colorado Lawsuit Seeks to Keep Trump Off Ballots Under 14th Amendment,"The amendment says anyone who “engaged in insurrection or rebellion” against the Constitution after taking an oath to defend it is ineligible to hold office, and a long-shot effort to employ it is growing.",88
725,"Don Sundquist, Two-Term Tennessee Governor, Is Dead at 87","A Republican, he never lost an election in 12 years in Congress and eight more as governor, but his party soured on him when he proposed a state income tax.",11
3031,"From Hoover to Nixon to Obama, Presidential Centers Call to Protect Democracy",A rare statement released jointly from groups representing nearly a century of presidents stresses the importance of the pillars of democracy and civility in politics.,25
768,Families crossing U.S. border illegally reached all-time high in August,"At least 91,000 migrants crossing in a family group were arrested in August, an influx that may return immigration to the spotlight for the 2024 election.",41
759,Oral surgeon convicted of feeding former patient painkillers in toxic romance: 'Watched her deteriorate',A dentist has been convicted in his girlfriend&apos;s 2022 murder after prosecutors say he poisoned her with drugs that are typically only accessible in a medical environment.,20
767,American Airlines Fined $4.1 Million for Keeping Fliers on Planes Too Long,"The U.S. penalty is the largest ever for tarmac delays, which the airline attributed to “exceptional weather events.”",66
734,A.I. Brings the Robot Wingman to Aerial Combat,"An Air Force program shows how the Pentagon is starting to embrace the potential of a rapidly emerging technology, with far-reaching implications for war-fighting tactics, military culture and the defense industry.",22
766,OpenAI Launches Business Version of ChatGPT,"The new product puts the startup in direct competition with Microsoft, its largest backer and partner.",29
3029,Justice Dept. Says It Will Indict Hunter Biden on Gun Charge This Month,"The timetable, following the collapse of an earlier deal that would have allowed President Biden’s son to avoid any jail time, means he will face prosecution as his father seeks re-election.",10
